,dataset,shot,a_type,a_init,combined_way,train_mode,spearman,zeroshot_sr,num_mutations
854,CBS_HUMAN_Sun_2020,96,context-specific,-1.0,scores,a,0.32986520184652607,0.357772297816916,1446
855,CBS_HUMAN_Sun_2020,64,context-specific,0.1,logits,full,0.3331114071849256,0.357772297816916,1446
856,CBS_HUMAN_Sun_2020,64,position-specific,-1.0,logits,a,0.34421385040374525,0.357772297816916,1446
857,CBS_HUMAN_Sun_2020,96,context-specific,0.1,logits,full,0.3337562576908383,0.3580097583582085,1448
858,CBS_HUMAN_Sun_2020,96,single,0.1,logits,full,0.3380741950541077,0.357772297816916,1446
859,CBS_HUMAN_Sun_2020,64,position-specific,0.1,scores,full,0.3380804614580818,0.357772297816916,1446
860,CBS_HUMAN_Sun_2020,64,context-specific,0.1,scores,a,0.32986520184652607,0.357772297816916,1446
861,CBS_HUMAN_Sun_2020,64,position-specific,0.1,logits,full,0.33807643591376635,0.357772297816916,1446
862,CBS_HUMAN_Sun_2020,96,none,0.1,scores,full,0.3322380021214436,0.357772297816916,1446
863,CBS_HUMAN_Sun_2020,64,single,0.1,scores,a,0.3380919018469463,0.357772297816916,1446
864,CBS_HUMAN_Sun_2020,64,single,-1.0,scores,full,0.3442223696719833,0.357772297816916,1446
865,CBS_HUMAN_Sun_2020,96,single,0.1,scores,full,0.3413315363886334,0.3580097583582085,1448
866,CBS_HUMAN_Sun_2020,96,context-specific,-1.0,logits,a,0.32981464845277986,0.357772297816916,1446
867,CBS_HUMAN_Sun_2020,64,single,0.1,scores,full,0.33807540351770937,0.357772297816916,1446
868,CBS_HUMAN_Sun_2020,96,single,-1.0,scores,full,0.344746190619304,0.3580097583582085,1448
869,CBS_HUMAN_Sun_2020,64,context-specific,0.1,logits,a,0.32981464845277986,0.357772297816916,1446
870,CBS_HUMAN_Sun_2020,64,context-specific,-1.0,logits,full,0.3331114071849256,0.357772297816916,1446
871,CBS_HUMAN_Sun_2020,96,position-specific,0.1,scores,full,0.3413259695655208,0.3580097583582085,1448
872,CBS_HUMAN_Sun_2020,96,context-specific,-1.0,logits,full,0.3337562576908383,0.3580097583582085,1448
873,CBS_HUMAN_Sun_2020,64,context-specific,0.1,scores,full,0.33304561194396537,0.357772297816916,1446
874,CBS_HUMAN_Sun_2020,64,none,0.1,scores,full,0.3322380021214436,0.357772297816916,1446
875,CBS_HUMAN_Sun_2020,96,single,-1.0,logits,full,0.34422064501035315,0.357772297816916,1446
876,CBS_HUMAN_Sun_2020,64,context-specific,-1.0,scores,a,0.32986520184652607,0.357772297816916,1446
877,CBS_HUMAN_Sun_2020,96,position-specific,-1.0,scores,full,0.34472660910980124,0.3580097583582085,1448
878,CBS_HUMAN_Sun_2020,64,single,-1.0,logits,a,0.3442158191590168,0.357772297816916,1446
879,CBS_HUMAN_Sun_2020,64,position-specific,-1.0,scores,a,0.3441777765647756,0.357772297816916,1446
880,CBS_HUMAN_Sun_2020,96,context-specific,0.1,scores,full,0.3336902786831883,0.3580097583582085,1448
881,CBS_HUMAN_Sun_2020,96,single,0.1,scores,a,0.3380919018469463,0.357772297816916,1446
882,CBS_HUMAN_Sun_2020,96,position-specific,-1.0,scores,a,0.34418053962476547,0.357772297816916,1446
883,CBS_HUMAN_Sun_2020,64,position-specific,0.1,logits,a,0.3380780085170626,0.357772297816916,1446
884,CBS_HUMAN_Sun_2020,64,position-specific,0.1,scores,a,0.3380808936238731,0.357772297816916,1446
885,CBS_HUMAN_Sun_2020,96,position-specific,0.1,logits,full,0.341272989109763,0.3580097583582085,1448
886,CBS_HUMAN_Sun_2020,64,position-specific,-1.0,scores,full,0.3441786769101742,0.357772297816916,1446
887,CBS_HUMAN_Sun_2020,96,single,-1.0,scores,a,0.3442146146969502,0.357772297816916,1446
888,CBS_HUMAN_Sun_2020,96,context-specific,0.1,logits,a,0.32981464845277986,0.357772297816916,1446
889,CBS_HUMAN_Sun_2020,64,single,-1.0,logits,full,0.34422064501035315,0.357772297816916,1446
890,CBS_HUMAN_Sun_2020,96,single,0.1,logits,a,0.3380919018469463,0.357772297816916,1446
891,CBS_HUMAN_Sun_2020,96,position-specific,0.1,scores,a,0.33808093764075925,0.357772297816916,1446
892,CBS_HUMAN_Sun_2020,96,position-specific,0.1,logits,a,0.3380780085170626,0.357772297816916,1446
893,CBS_HUMAN_Sun_2020,96,single,-1.0,logits,a,0.3442158191590168,0.357772297816916,1446
894,CBS_HUMAN_Sun_2020,96,context-specific,-1.0,scores,full,0.3336902786831883,0.3580097583582085,1448
895,CBS_HUMAN_Sun_2020,64,single,0.1,logits,a,0.3380919018469463,0.357772297816916,1446
896,CBS_HUMAN_Sun_2020,64,context-specific,-1.0,logits,a,0.32981464845277986,0.357772297816916,1446
897,CBS_HUMAN_Sun_2020,96,position-specific,-1.0,logits,a,0.34421385040374525,0.357772297816916,1446
898,CBS_HUMAN_Sun_2020,96,context-specific,0.1,scores,a,0.3298676301052586,0.357772297816916,1446
899,CBS_HUMAN_Sun_2020,64,context-specific,-1.0,scores,full,0.33304561194396537,0.357772297816916,1446
900,PTEN_HUMAN_Matreyek_2021,64,position-specific,-1.0,logits,full,0.4796469912925403,0.46275375980848715,1020
901,PTEN_HUMAN_Matreyek_2021,96,position-specific,-1.0,logits,full,0.5080959196604258,0.46273992478893755,1024
902,PTEN_HUMAN_Matreyek_2021,64,single,-1.0,scores,a,0.479771932054446,0.46275375980848715,1020
903,PTEN_HUMAN_Matreyek_2021,64,single,0.1,logits,full,0.43742531375203275,0.46275375980848715,1020
904,PTEN_HUMAN_Matreyek_2021,96,context-specific,-1.0,scores,a,0.46924580573147107,0.46275375980848715,1020
905,PTEN_HUMAN_Matreyek_2021,64,context-specific,0.1,logits,full,0.4708091200887407,0.46275375980848715,1020
906,PTEN_HUMAN_Matreyek_2021,64,position-specific,-1.0,logits,a,0.4796418462073138,0.46275375980848715,1020
907,PTEN_HUMAN_Matreyek_2021,96,context-specific,0.1,logits,full,0.4712719511341025,0.46273992478893755,1024
908,PTEN_HUMAN_Matreyek_2021,96,single,0.1,logits,full,0.43742531375203275,0.46275375980848715,1020
909,PTEN_HUMAN_Matreyek_2021,64,position-specific,0.1,scores,full,0.4371362900029215,0.46275375980848715,1020
910,PTEN_HUMAN_Matreyek_2021,64,context-specific,0.1,scores,a,0.4692420967469562,0.46275375980848715,1020
911,PTEN_HUMAN_Matreyek_2021,64,position-specific,0.1,logits,full,0.4364787085334017,0.46275375980848715,1020
912,PTEN_HUMAN_Matreyek_2021,96,none,0.1,scores,full,0.4454801482158841,0.46275375980848715,1020
913,PTEN_HUMAN_Matreyek_2021,64,single,0.1,scores,a,0.43722920119580766,0.46275375980848715,1020
914,PTEN_HUMAN_Matreyek_2021,64,single,-1.0,scores,full,0.47976105387425294,0.46275375980848715,1020
915,PTEN_HUMAN_Matreyek_2021,96,single,0.1,scores,full,0.4334985131563989,0.46273992478893755,1024
916,PTEN_HUMAN_Matreyek_2021,96,context-specific,-1.0,logits,a,0.46917134334418276,0.46275375980848715,1020
917,PTEN_HUMAN_Matreyek_2021,64,single,0.1,scores,full,0.4374110432079541,0.46275375980848715,1020
918,PTEN_HUMAN_Matreyek_2021,96,single,-1.0,scores,full,0.5088721796965464,0.46273992478893755,1024
919,PTEN_HUMAN_Matreyek_2021,64,context-specific,0.1,logits,a,0.46916799621181565,0.46275375980848715,1020
920,PTEN_HUMAN_Matreyek_2021,64,context-specific,-1.0,logits,full,0.4708091200887407,0.46275375980848715,1020
921,PTEN_HUMAN_Matreyek_2021,96,position-specific,0.1,scores,full,0.43344333223644904,0.46273992478893755,1024
922,PTEN_HUMAN_Matreyek_2021,96,context-specific,-1.0,logits,full,0.4712719511341025,0.46273992478893755,1024
923,PTEN_HUMAN_Matreyek_2021,64,context-specific,0.1,scores,full,0.47097613747070727,0.46275375980848715,1020
924,PTEN_HUMAN_Matreyek_2021,64,none,0.1,scores,full,0.4454801482158841,0.46275375980848715,1020
925,PTEN_HUMAN_Matreyek_2021,96,single,-1.0,logits,full,0.4797579328994782,0.46275375980848715,1020
926,PTEN_HUMAN_Matreyek_2021,64,context-specific,-1.0,scores,a,0.46924580573147107,0.46275375980848715,1020
927,PTEN_HUMAN_Matreyek_2021,96,position-specific,-1.0,scores,full,0.5089651574511841,0.46273992478893755,1024
928,PTEN_HUMAN_Matreyek_2021,64,single,-1.0,logits,a,0.47977576542563677,0.46275375980848715,1020
929,PTEN_HUMAN_Matreyek_2021,64,position-specific,-1.0,scores,a,0.4797727122981397,0.46275375980848715,1020
930,PTEN_HUMAN_Matreyek_2021,96,context-specific,0.1,scores,full,0.47110550871570955,0.46273992478893755,1024
931,PTEN_HUMAN_Matreyek_2021,96,single,0.1,scores,a,0.4372241578814977,0.46275375980848715,1020
932,PTEN_HUMAN_Matreyek_2021,96,position-specific,-1.0,scores,a,0.4797727122981397,0.46275375980848715,1020
933,PTEN_HUMAN_Matreyek_2021,64,position-specific,0.1,logits,a,0.43683540994203013,0.46275375980848715,1020
934,PTEN_HUMAN_Matreyek_2021,64,position-specific,0.1,scores,a,0.4371175698082129,0.46275375980848715,1020
935,PTEN_HUMAN_Matreyek_2021,96,position-specific,0.1,logits,full,0.431695424210084,0.46273992478893755,1024
936,PTEN_HUMAN_Matreyek_2021,64,position-specific,-1.0,scores,full,0.479778988171328,0.46275375980848715,1020
937,PTEN_HUMAN_Matreyek_2021,96,single,-1.0,scores,a,0.47977227129083455,0.46275375980848715,1020
938,PTEN_HUMAN_Matreyek_2021,96,context-specific,0.1,logits,a,0.46917134334418276,0.46275375980848715,1020
939,PTEN_HUMAN_Matreyek_2021,64,single,-1.0,logits,full,0.4797579328994782,0.46275375980848715,1020
940,PTEN_HUMAN_Matreyek_2021,96,single,0.1,logits,a,0.4372171583040138,0.46275375980848715,1020
941,PTEN_HUMAN_Matreyek_2021,96,position-specific,0.1,scores,a,0.4371175698082129,0.46275375980848715,1020
942,PTEN_HUMAN_Matreyek_2021,96,position-specific,0.1,logits,a,0.4369621034252768,0.46275375980848715,1020
943,PTEN_HUMAN_Matreyek_2021,96,single,-1.0,logits,a,0.4797775407627369,0.46275375980848715,1020
944,PTEN_HUMAN_Matreyek_2021,96,context-specific,-1.0,scores,full,0.47097613747070727,0.46275375980848715,1020
945,PTEN_HUMAN_Matreyek_2021,64,single,0.1,logits,a,0.4372171583040138,0.46275375980848715,1020
946,PTEN_HUMAN_Matreyek_2021,64,context-specific,-1.0,logits,a,0.46916799621181565,0.46275375980848715,1020
947,PTEN_HUMAN_Matreyek_2021,96,position-specific,-1.0,logits,a,0.4796418462073138,0.46275375980848715,1020
948,PTEN_HUMAN_Matreyek_2021,96,context-specific,0.1,scores,a,0.46924580573147107,0.46275375980848715,1020
949,PTEN_HUMAN_Matreyek_2021,64,context-specific,-1.0,scores,full,0.46085455481941845,0.4620504468873272,1017
950,Q59976_STRSQ_Romero_2015,64,position-specific,-1.0,logits,full,0.5643453400265371,0.5375508969103927,600
951,Q59976_STRSQ_Romero_2015,96,position-specific,-1.0,logits,full,0.581828606103823,0.5375508969103927,600
952,Q59976_STRSQ_Romero_2015,64,single,-1.0,scores,a,0.5643470067000326,0.5375508969103927,600
953,Q59976_STRSQ_Romero_2015,64,single,0.1,logits,full,0.5168663954947091,0.5375508969103927,600
954,Q59976_STRSQ_Romero_2015,96,context-specific,-1.0,scores,a,0.527969885432629,0.5375508969103927,600
955,Q59976_STRSQ_Romero_2015,64,context-specific,0.1,logits,full,0.5503244492464863,0.5375508969103927,600
956,Q59976_STRSQ_Romero_2015,64,position-specific,-1.0,logits,a,0.5643452566928624,0.5375508969103927,600
957,Q59976_STRSQ_Romero_2015,96,context-specific,0.1,logits,full,0.5391885147311894,0.5375508969103927,600
958,Q59976_STRSQ_Romero_2015,96,single,0.1,logits,full,0.5168663954947091,0.5375508969103927,600
959,Q59976_STRSQ_Romero_2015,64,position-specific,0.1,scores,full,0.5169926460119857,0.5375508969103927,600
960,Q59976_STRSQ_Romero_2015,64,context-specific,0.1,scores,a,0.527969885432629,0.5375508969103927,600
961,Q59976_STRSQ_Romero_2015,64,position-specific,0.1,logits,full,0.5165728942921693,0.5375508969103927,600
962,Q59976_STRSQ_Romero_2015,96,none,0.1,scores,full,0.5156783072935134,0.5375508969103927,600
963,Q59976_STRSQ_Romero_2015,64,single,0.1,scores,a,0.5170613407378878,0.5375508969103927,600
964,Q59976_STRSQ_Romero_2015,64,single,-1.0,scores,full,0.564381062395122,0.5375508969103927,600
965,Q59976_STRSQ_Romero_2015,96,single,0.1,scores,full,0.5340821326980919,0.5375508969103927,600
966,Q59976_STRSQ_Romero_2015,96,context-specific,-1.0,logits,a,0.5274604944566517,0.5375508969103927,600
967,Q59976_STRSQ_Romero_2015,64,single,0.1,scores,full,0.5168732288560404,0.5375508969103927,600
968,Q59976_STRSQ_Romero_2015,96,single,-1.0,scores,full,0.5819537455054361,0.5375508969103927,600
969,Q59976_STRSQ_Romero_2015,64,context-specific,0.1,logits,a,0.5274604944566517,0.5375508969103927,600
970,Q59976_STRSQ_Romero_2015,64,context-specific,-1.0,logits,full,0.5503244492464863,0.5375508969103927,600
971,Q59976_STRSQ_Romero_2015,96,position-specific,0.1,scores,full,0.5344392730502645,0.5375508969103927,600
972,Q59976_STRSQ_Romero_2015,96,context-specific,-1.0,logits,full,0.5391885147311894,0.5375508969103927,600
973,Q59976_STRSQ_Romero_2015,64,context-specific,0.1,scores,full,0.5508020623144847,0.5375508969103927,600
974,Q59976_STRSQ_Romero_2015,64,none,0.1,scores,full,0.5156783072935134,0.5375508969103927,600
975,Q59976_STRSQ_Romero_2015,96,single,-1.0,logits,full,0.5643700623500522,0.5375508969103927,600
976,Q59976_STRSQ_Romero_2015,64,context-specific,-1.0,scores,a,0.527969885432629,0.5375508969103927,600
977,Q59976_STRSQ_Romero_2015,96,position-specific,-1.0,scores,full,0.5819546343979669,0.5375508969103927,600
978,Q59976_STRSQ_Romero_2015,64,single,-1.0,logits,a,0.5643399511155687,0.5375508969103927,600
979,Q59976_STRSQ_Romero_2015,64,position-specific,-1.0,scores,a,0.5643870624197054,0.5375508969103927,600
980,Q59976_STRSQ_Romero_2015,96,context-specific,0.1,scores,full,0.5419762205974866,0.5375508969103927,600
981,Q59976_STRSQ_Romero_2015,96,single,0.1,scores,a,0.5170613407378878,0.5375508969103927,600
982,Q59976_STRSQ_Romero_2015,96,position-specific,-1.0,scores,a,0.5643870624197054,0.5375508969103927,600
983,Q59976_STRSQ_Romero_2015,64,position-specific,0.1,logits,a,0.5166329778716784,0.5375508969103927,600
984,Q59976_STRSQ_Romero_2015,64,position-specific,0.1,scores,a,0.5169743403814279,0.5375508969103927,600
985,Q59976_STRSQ_Romero_2015,96,position-specific,0.1,logits,full,0.5335351582347932,0.5375508969103927,600
986,Q59976_STRSQ_Romero_2015,64,position-specific,-1.0,scores,full,0.5643932291116383,0.5375508969103927,600
987,Q59976_STRSQ_Romero_2015,96,single,-1.0,scores,a,0.5643470067000326,0.5375508969103927,600
988,Q59976_STRSQ_Romero_2015,96,context-specific,0.1,logits,a,0.5274604944566517,0.5375508969103927,600
989,Q59976_STRSQ_Romero_2015,64,single,-1.0,logits,full,0.5643700623500522,0.5375508969103927,600
990,Q59976_STRSQ_Romero_2015,96,single,0.1,logits,a,0.5170496740234201,0.5375508969103927,600
991,Q59976_STRSQ_Romero_2015,96,position-specific,0.1,scores,a,0.5169743403814279,0.5375508969103927,600
992,Q59976_STRSQ_Romero_2015,96,position-specific,0.1,logits,a,0.5166329778716784,0.5375508969103927,600
993,Q59976_STRSQ_Romero_2015,96,single,-1.0,logits,a,0.5643399511155687,0.5375508969103927,600
994,Q59976_STRSQ_Romero_2015,96,context-specific,-1.0,scores,full,0.5419762205974866,0.5375508969103927,600
995,Q59976_STRSQ_Romero_2015,64,single,0.1,logits,a,0.5170496740234201,0.5375508969103927,600
996,Q59976_STRSQ_Romero_2015,64,context-specific,-1.0,logits,a,0.5274604944566517,0.5375508969103927,600
997,Q59976_STRSQ_Romero_2015,96,position-specific,-1.0,logits,a,0.5643452566928624,0.5375508969103927,600
998,Q59976_STRSQ_Romero_2015,96,context-specific,0.1,scores,a,0.527969885432629,0.5375508969103927,600
999,Q59976_STRSQ_Romero_2015,64,context-specific,-1.0,scores,full,0.5508020623144847,0.5375508969103927,600
1000,CCDB_ECOLI_Tripathi_2016,64,position-specific,-1.0,logits,full,0.38083886710655185,0.3972909239446987,336
1001,CCDB_ECOLI_Tripathi_2016,96,position-specific,-1.0,logits,full,0.3809824749277624,0.3972909239446987,336
1002,CCDB_ECOLI_Tripathi_2016,64,single,-1.0,scores,a,0.38083886710655185,0.3972909239446987,336
1003,CCDB_ECOLI_Tripathi_2016,64,single,0.1,logits,full,0.3667485123518204,0.3972909239446987,336
1004,CCDB_ECOLI_Tripathi_2016,96,context-specific,-1.0,scores,a,0.3852836766376058,0.3972909239446987,336
1005,CCDB_ECOLI_Tripathi_2016,64,context-specific,0.1,logits,full,0.3853848600313814,0.3972909239446987,336
1006,CCDB_ECOLI_Tripathi_2016,64,position-specific,-1.0,logits,a,0.38085565538264915,0.3972909239446987,336
1007,CCDB_ECOLI_Tripathi_2016,96,context-specific,0.1,logits,full,0.3918417671395545,0.3972909239446987,336
1008,CCDB_ECOLI_Tripathi_2016,96,single,0.1,logits,full,0.3667485123518204,0.3972909239446987,336
1009,CCDB_ECOLI_Tripathi_2016,64,position-specific,0.1,scores,full,0.3668986993623123,0.3972909239446987,336
1010,CCDB_ECOLI_Tripathi_2016,64,context-specific,0.1,scores,a,0.3852836766376058,0.3972909239446987,336
1011,CCDB_ECOLI_Tripathi_2016,64,position-specific,0.1,logits,full,0.3667485123518204,0.3972909239446987,336
1012,CCDB_ECOLI_Tripathi_2016,96,none,0.1,scores,full,0.3705084055918243,0.3972909239446987,336
1013,CCDB_ECOLI_Tripathi_2016,64,single,0.1,scores,a,0.3667485123518204,0.3972909239446987,336
1014,CCDB_ECOLI_Tripathi_2016,64,single,-1.0,scores,full,0.38083886710655185,0.3972909239446987,336
1015,CCDB_ECOLI_Tripathi_2016,96,single,0.1,scores,full,0.3706846824908458,0.3972909239446987,336
1016,CCDB_ECOLI_Tripathi_2016,96,context-specific,-1.0,logits,a,0.38586922448364763,0.3972909239446987,336
1017,CCDB_ECOLI_Tripathi_2016,64,single,0.1,scores,full,0.3667485123518204,0.3972909239446987,336
1018,CCDB_ECOLI_Tripathi_2016,96,single,-1.0,scores,full,0.3810727686289343,0.3972909239446987,336
1019,CCDB_ECOLI_Tripathi_2016,64,context-specific,0.1,logits,a,0.38586922448364763,0.3972909239446987,336
1020,CCDB_ECOLI_Tripathi_2016,64,context-specific,-1.0,logits,full,0.3853848600313814,0.3972909239446987,336
1021,CCDB_ECOLI_Tripathi_2016,96,position-specific,0.1,scores,full,0.37088455372384177,0.3972909239446987,336
1022,CCDB_ECOLI_Tripathi_2016,96,context-specific,-1.0,logits,full,0.3918417671395545,0.3972909239446987,336
1023,CCDB_ECOLI_Tripathi_2016,64,context-specific,0.1,scores,full,0.3851638900189657,0.3972909239446987,336
1024,CCDB_ECOLI_Tripathi_2016,64,none,0.1,scores,full,0.3705084055918243,0.3972909239446987,336
1025,CCDB_ECOLI_Tripathi_2016,96,single,-1.0,logits,full,0.38083886710655185,0.3972909239446987,336
1026,CCDB_ECOLI_Tripathi_2016,64,context-specific,-1.0,scores,a,0.3852836766376058,0.3972909239446987,336
1027,CCDB_ECOLI_Tripathi_2016,96,position-specific,-1.0,scores,full,0.3805332751078621,0.3972909239446987,336
1028,CCDB_ECOLI_Tripathi_2016,64,single,-1.0,logits,a,0.38083886710655185,0.3972909239446987,336
1029,CCDB_ECOLI_Tripathi_2016,64,position-specific,-1.0,scores,a,0.38091396061179783,0.3972909239446987,336
1030,CCDB_ECOLI_Tripathi_2016,96,context-specific,0.1,scores,full,0.39113416398891354,0.3972909239446987,336
1031,CCDB_ECOLI_Tripathi_2016,96,single,0.1,scores,a,0.3667485123518204,0.3972909239446987,336
1032,CCDB_ECOLI_Tripathi_2016,96,position-specific,-1.0,scores,a,0.38091396061179783,0.3972909239446987,336
1033,CCDB_ECOLI_Tripathi_2016,64,position-specific,0.1,logits,a,0.3668236058570663,0.3972909239446987,336
1034,CCDB_ECOLI_Tripathi_2016,64,position-specific,0.1,scores,a,0.3668986993623123,0.3972909239446987,336
1035,CCDB_ECOLI_Tripathi_2016,96,position-specific,0.1,logits,full,0.37070373945290214,0.3972909239446987,336
1036,CCDB_ECOLI_Tripathi_2016,64,position-specific,-1.0,scores,full,0.38077148713356684,0.3972909239446987,336
1037,CCDB_ECOLI_Tripathi_2016,96,single,-1.0,scores,a,0.38083886710655185,0.3972909239446987,336
1038,CCDB_ECOLI_Tripathi_2016,96,context-specific,0.1,logits,a,0.38586922448364763,0.3972909239446987,336
1039,CCDB_ECOLI_Tripathi_2016,64,single,-1.0,logits,full,0.38083886710655185,0.3972909239446987,336
1040,CCDB_ECOLI_Tripathi_2016,96,single,0.1,logits,a,0.3667485123518204,0.3972909239446987,336
1041,CCDB_ECOLI_Tripathi_2016,96,position-specific,0.1,scores,a,0.3668986993623123,0.3972909239446987,336
1042,CCDB_ECOLI_Tripathi_2016,96,position-specific,0.1,logits,a,0.3668236058570663,0.3972909239446987,336
1043,CCDB_ECOLI_Tripathi_2016,96,single,-1.0,logits,a,0.38083886710655185,0.3972909239446987,336
1044,CCDB_ECOLI_Tripathi_2016,96,context-specific,-1.0,scores,full,0.3851638900189657,0.3972909239446987,336
1045,CCDB_ECOLI_Tripathi_2016,64,single,0.1,logits,a,0.3667485123518204,0.3972909239446987,336
1046,CCDB_ECOLI_Tripathi_2016,64,context-specific,-1.0,logits,a,0.38586922448364763,0.3972909239446987,336
1047,CCDB_ECOLI_Tripathi_2016,96,position-specific,-1.0,logits,a,0.38085565538264915,0.3972909239446987,336
1048,CCDB_ECOLI_Tripathi_2016,96,context-specific,0.1,scores,a,0.3852836766376058,0.3972909239446987,336
1049,CCDB_ECOLI_Tripathi_2016,64,context-specific,-1.0,scores,full,0.3904775199873443,0.39281651310647364,333
1050,NCAP_I34A1_Doud_2015,64,position-specific,-1.0,logits,full,0.2515191686259345,0.06015062646458771,1896
1051,NCAP_I34A1_Doud_2015,96,position-specific,-1.0,logits,full,0.2506270292635273,0.06015062646458771,1896
1052,NCAP_I34A1_Doud_2015,64,single,-1.0,scores,a,0.25478818600368003,0.06015062646458771,1896
1053,NCAP_I34A1_Doud_2015,64,single,0.1,logits,full,0.08819684370378048,0.06015062646458771,1896
1054,NCAP_I34A1_Doud_2015,96,context-specific,-1.0,scores,a,0.15973821148805964,0.06015062646458771,1896
1055,NCAP_I34A1_Doud_2015,64,context-specific,0.1,logits,full,0.1739863506144218,0.06015062646458771,1896
1056,NCAP_I34A1_Doud_2015,64,position-specific,-1.0,logits,a,0.25232398901062963,0.06015062646458771,1896
1057,NCAP_I34A1_Doud_2015,96,context-specific,0.1,logits,full,0.13402946247910166,0.06015062646458771,1896
1058,NCAP_I34A1_Doud_2015,96,single,0.1,logits,full,0.08792127275334137,0.06015062646458771,1896
1059,NCAP_I34A1_Doud_2015,64,position-specific,0.1,scores,full,0.08007679147336763,0.06015062646458771,1896
1060,NCAP_I34A1_Doud_2015,64,context-specific,0.1,scores,a,0.1597336876375836,0.06015062646458771,1896
1061,NCAP_I34A1_Doud_2015,64,position-specific,0.1,logits,full,0.08648329712744926,0.06015062646458771,1896
1062,NCAP_I34A1_Doud_2015,96,none,0.1,scores,full,0.09962450088610417,0.06015062646458771,1896
1063,NCAP_I34A1_Doud_2015,64,single,0.1,scores,a,0.0797689386200172,0.06015062646458771,1896
1064,NCAP_I34A1_Doud_2015,64,single,-1.0,scores,full,0.25470793680760145,0.06015062646458771,1896
1065,NCAP_I34A1_Doud_2015,96,single,0.1,scores,full,0.08125099408350521,0.06015062646458771,1896
1066,NCAP_I34A1_Doud_2015,96,context-specific,-1.0,logits,a,0.1567410888799412,0.06015062646458771,1896
1067,NCAP_I34A1_Doud_2015,64,single,0.1,scores,full,0.07823460673858353,0.06015062646458771,1896
1068,NCAP_I34A1_Doud_2015,96,single,-1.0,scores,full,0.25197270334863375,0.06015062646458771,1896
1069,NCAP_I34A1_Doud_2015,64,context-specific,0.1,logits,a,0.15673887144426946,0.06015062646458771,1896
1070,NCAP_I34A1_Doud_2015,64,context-specific,-1.0,logits,full,0.1739863506144218,0.06015062646458771,1896
1071,NCAP_I34A1_Doud_2015,96,position-specific,0.1,scores,full,0.07931453414955879,0.06015062646458771,1896
1072,NCAP_I34A1_Doud_2015,96,context-specific,-1.0,logits,full,0.13402946247910166,0.06015062646458771,1896
1073,NCAP_I34A1_Doud_2015,64,context-specific,0.1,scores,full,0.1771258195916265,0.06015062646458771,1896
1074,NCAP_I34A1_Doud_2015,64,none,0.1,scores,full,0.09895461992955834,0.06015062646458771,1896
1075,NCAP_I34A1_Doud_2015,96,single,-1.0,logits,full,0.25219861328658516,0.06015062646458771,1896
1076,NCAP_I34A1_Doud_2015,64,context-specific,-1.0,scores,a,0.15973821148805964,0.06015062646458771,1896
1077,NCAP_I34A1_Doud_2015,96,position-specific,-1.0,scores,full,0.25217702364711797,0.06015062646458771,1896
1078,NCAP_I34A1_Doud_2015,64,single,-1.0,logits,a,0.2523730145492999,0.06015062646458771,1896
1079,NCAP_I34A1_Doud_2015,64,position-specific,-1.0,scores,a,0.2548771626079411,0.06015062646458771,1896
1080,NCAP_I34A1_Doud_2015,96,context-specific,0.1,scores,full,0.1368933676086136,0.06015062646458771,1896
1081,NCAP_I34A1_Doud_2015,96,single,0.1,scores,a,0.07965384141301321,0.06015062646458771,1896
1082,NCAP_I34A1_Doud_2015,96,position-specific,-1.0,scores,a,0.2548979361986504,0.06015062646458771,1896
1083,NCAP_I34A1_Doud_2015,64,position-specific,0.1,logits,a,0.0891644301630493,0.06015062646458771,1896
1084,NCAP_I34A1_Doud_2015,64,position-specific,0.1,scores,a,0.07980959580651222,0.06015062646458771,1896
1085,NCAP_I34A1_Doud_2015,96,position-specific,0.1,logits,full,0.07466415665210001,0.06015062646458771,1896
1086,NCAP_I34A1_Doud_2015,64,position-specific,-1.0,scores,full,0.254866001138469,0.06015062646458771,1896
1087,NCAP_I34A1_Doud_2015,96,single,-1.0,scores,a,0.254790493300114,0.06015062646458771,1896
1088,NCAP_I34A1_Doud_2015,96,context-specific,0.1,logits,a,0.1567410888799412,0.06015062646458771,1896
1089,NCAP_I34A1_Doud_2015,64,single,-1.0,logits,full,0.25218128171382964,0.06015062646458771,1896
1090,NCAP_I34A1_Doud_2015,96,single,0.1,logits,a,0.08953321469639373,0.06015062646458771,1896
1091,NCAP_I34A1_Doud_2015,96,position-specific,0.1,scores,a,0.07960971051735052,0.06015062646458771,1896
1092,NCAP_I34A1_Doud_2015,96,position-specific,0.1,logits,a,0.08924945680962275,0.06015062646458771,1896
1093,NCAP_I34A1_Doud_2015,96,single,-1.0,logits,a,0.25236541999093065,0.06015062646458771,1896
1094,NCAP_I34A1_Doud_2015,96,context-specific,-1.0,scores,full,0.1368933676086136,0.06015062646458771,1896
1095,NCAP_I34A1_Doud_2015,64,single,0.1,logits,a,0.08946908484473064,0.06015062646458771,1896
1096,NCAP_I34A1_Doud_2015,64,context-specific,-1.0,logits,a,0.15673887144426946,0.06015062646458771,1896
1097,NCAP_I34A1_Doud_2015,96,position-specific,-1.0,logits,a,0.25231959097438994,0.06015062646458771,1896
1098,NCAP_I34A1_Doud_2015,96,context-specific,0.1,scores,a,0.15973821148805964,0.06015062646458771,1896
1099,NCAP_I34A1_Doud_2015,64,context-specific,-1.0,scores,full,0.1771258195916265,0.06015062646458771,1896
