,dataset,shot,a_type,a_init,combined_way,train_mode,spearman,zeroshot_sr,num_mutations
0,GDIA_HUMAN_Silverstein_2021,96,position-specific,-1.0,logits,full,0.48295294369971187,0.4964452324155843,234
1,GDIA_HUMAN_Silverstein_2021,96,context-specific,-1.0,scores,a,0.4415226449606218,0.4964452324155843,234
2,GDIA_HUMAN_Silverstein_2021,96,context-specific,0.1,logits,full,0.44959404188922014,0.4964452324155843,234
3,GDIA_HUMAN_Silverstein_2021,96,single,0.1,logits,full,0.4600096841777956,0.4964452324155843,234
4,GDIA_HUMAN_Silverstein_2021,96,none,0.1,scores,full,0.4625243860521617,0.4964452324155843,234
5,GDIA_HUMAN_Silverstein_2021,96,single,0.1,scores,full,0.4600096841777956,0.4964452324155843,234
6,GDIA_HUMAN_Silverstein_2021,96,context-specific,-1.0,logits,a,0.44134656900070346,0.4964452324155843,234
7,GDIA_HUMAN_Silverstein_2021,96,single,-1.0,scores,full,0.4826110940966789,0.4964452324155843,234
8,GDIA_HUMAN_Silverstein_2021,96,position-specific,0.1,scores,full,0.4601623457813418,0.4964452324155843,234
9,GDIA_HUMAN_Silverstein_2021,96,context-specific,-1.0,logits,full,0.44959404188922014,0.4964452324155843,234
10,GDIA_HUMAN_Silverstein_2021,96,single,-1.0,logits,full,0.4826110940966789,0.4964452324155843,234
11,GDIA_HUMAN_Silverstein_2021,96,position-specific,-1.0,scores,full,0.48259891863136534,0.4964452324155843,234
12,GDIA_HUMAN_Silverstein_2021,96,context-specific,0.1,scores,full,0.4495172428003196,0.4964452324155843,234
13,GDIA_HUMAN_Silverstein_2021,96,single,0.1,scores,a,0.4597961452476818,0.4964452324155843,234
14,GDIA_HUMAN_Silverstein_2021,96,position-specific,-1.0,scores,a,0.48259891863136534,0.4964452324155843,234
15,GDIA_HUMAN_Silverstein_2021,96,position-specific,0.1,logits,full,0.4596903123568798,0.4964452324155843,234
16,GDIA_HUMAN_Silverstein_2021,96,single,-1.0,scores,a,0.4826110940966789,0.4964452324155843,234
17,GDIA_HUMAN_Silverstein_2021,96,context-specific,0.1,logits,a,0.44134656900070346,0.4964452324155843,234
18,GDIA_HUMAN_Silverstein_2021,96,single,0.1,logits,a,0.4597961452476818,0.4964452324155843,234
19,GDIA_HUMAN_Silverstein_2021,96,position-specific,0.1,scores,a,0.4601623457813418,0.4964452324155843,234
20,GDIA_HUMAN_Silverstein_2021,96,position-specific,0.1,logits,a,0.4602560032068303,0.4964452324155843,234
21,GDIA_HUMAN_Silverstein_2021,96,single,-1.0,logits,a,0.4826110940966789,0.4964452324155843,234
22,GDIA_HUMAN_Silverstein_2021,96,context-specific,-1.0,scores,full,0.4495172428003196,0.4964452324155843,234
23,GDIA_HUMAN_Silverstein_2021,96,position-specific,-1.0,logits,a,0.48295294369971187,0.4964452324155843,234
24,GDIA_HUMAN_Silverstein_2021,96,context-specific,0.1,scores,a,0.4415226449606218,0.4964452324155843,234
25,R1AB_SARS2_Flynn_2022,96,position-specific,-1.0,logits,full,0.39149959367837983,-0.062247915691638435,1146
26,R1AB_SARS2_Flynn_2022,96,context-specific,-1.0,scores,a,0.27115955028505023,-0.062247915691638435,1146
27,R1AB_SARS2_Flynn_2022,96,context-specific,0.1,logits,full,0.32617794062092076,-0.062247915691638435,1146
28,R1AB_SARS2_Flynn_2022,96,single,0.1,logits,full,-0.09013827532599833,-0.062247915691638435,1146
29,R1AB_SARS2_Flynn_2022,96,none,0.1,scores,full,-0.007994820301290135,-0.062247915691638435,1146
30,R1AB_SARS2_Flynn_2022,96,single,0.1,scores,full,-0.09013274198799966,-0.062247915691638435,1146
31,R1AB_SARS2_Flynn_2022,96,context-specific,-1.0,logits,a,0.2681879444654744,-0.062247915691638435,1146
32,R1AB_SARS2_Flynn_2022,96,single,-1.0,scores,full,0.36936057678941236,-0.062247915691638435,1146
33,R1AB_SARS2_Flynn_2022,96,position-specific,0.1,scores,full,-0.09171134989918522,-0.062247915691638435,1146
34,R1AB_SARS2_Flynn_2022,96,context-specific,-1.0,logits,full,0.32617794062092076,-0.062247915691638435,1146
35,R1AB_SARS2_Flynn_2022,96,single,-1.0,logits,full,0.37139430573754295,-0.062247915691638435,1146
36,R1AB_SARS2_Flynn_2022,96,position-specific,-1.0,scores,full,0.3676940095341328,-0.062247915691638435,1146
37,R1AB_SARS2_Flynn_2022,96,context-specific,0.1,scores,full,0.33081425197470604,-0.062247915691638435,1146
38,R1AB_SARS2_Flynn_2022,96,single,0.1,scores,a,-0.08868946565105092,-0.062247915691638435,1146
39,R1AB_SARS2_Flynn_2022,96,position-specific,-1.0,scores,a,0.3674470703730007,-0.062247915691638435,1146
40,R1AB_SARS2_Flynn_2022,96,position-specific,0.1,logits,full,-0.09315994828673066,-0.062247915691638435,1146
41,R1AB_SARS2_Flynn_2022,96,single,-1.0,scores,a,0.3673908440047491,-0.062247915691638435,1146
42,R1AB_SARS2_Flynn_2022,96,context-specific,0.1,logits,a,0.2681879444654744,-0.062247915691638435,1146
43,R1AB_SARS2_Flynn_2022,96,single,0.1,logits,a,-0.08738268097577243,-0.062247915691638435,1146
44,R1AB_SARS2_Flynn_2022,96,position-specific,0.1,scores,a,-0.09163669368830553,-0.062247915691638435,1146
45,R1AB_SARS2_Flynn_2022,96,position-specific,0.1,logits,a,-0.09317042893917915,-0.062247915691638435,1146
46,R1AB_SARS2_Flynn_2022,96,single,-1.0,logits,a,0.37042165414897776,-0.062247915691638435,1146
47,R1AB_SARS2_Flynn_2022,96,context-specific,-1.0,scores,full,0.33081425197470604,-0.062247915691638435,1146
48,R1AB_SARS2_Flynn_2022,96,position-specific,-1.0,logits,a,0.3699044345486284,-0.062247915691638435,1146
49,R1AB_SARS2_Flynn_2022,96,context-specific,0.1,scores,a,0.27115955028505023,-0.062247915691638435,1146
50,NRAM_I33A0_Jiang_2016,96,position-specific,-1.0,logits,full,0.33914976382328427,0.42739649902750776,60
51,NRAM_I33A0_Jiang_2016,96,context-specific,-1.0,scores,a,0.3320922478466241,0.42739649902750776,60
52,NRAM_I33A0_Jiang_2016,96,context-specific,0.1,logits,full,0.4718532925812727,0.42739649902750776,60
53,NRAM_I33A0_Jiang_2016,96,single,0.1,logits,full,0.24656849124756883,0.42739649902750776,60
54,NRAM_I33A0_Jiang_2016,96,none,0.1,scores,full,0.2550152820227842,0.42739649902750776,60
55,NRAM_I33A0_Jiang_2016,96,single,0.1,scores,full,0.24656849124756883,0.42739649902750776,60
56,NRAM_I33A0_Jiang_2016,96,context-specific,-1.0,logits,a,0.32709085857182557,0.42739649902750776,60
57,NRAM_I33A0_Jiang_2016,96,single,-1.0,scores,full,0.33914976382328427,0.42739649902750776,60
58,NRAM_I33A0_Jiang_2016,96,position-specific,0.1,scores,full,0.24656849124756883,0.42739649902750776,60
59,NRAM_I33A0_Jiang_2016,96,context-specific,-1.0,logits,full,0.4718532925812727,0.42739649902750776,60
60,NRAM_I33A0_Jiang_2016,96,single,-1.0,logits,full,0.33914976382328427,0.42739649902750776,60
61,NRAM_I33A0_Jiang_2016,96,position-specific,-1.0,scores,full,0.33914976382328427,0.42739649902750776,60
62,NRAM_I33A0_Jiang_2016,96,context-specific,0.1,scores,full,0.4770769658238401,0.42739649902750776,60
63,NRAM_I33A0_Jiang_2016,96,single,0.1,scores,a,0.24656849124756883,0.42739649902750776,60
64,NRAM_I33A0_Jiang_2016,96,position-specific,-1.0,scores,a,0.33914976382328427,0.42739649902750776,60
65,NRAM_I33A0_Jiang_2016,96,position-specific,0.1,logits,full,0.24656849124756883,0.42739649902750776,60
66,NRAM_I33A0_Jiang_2016,96,single,-1.0,scores,a,0.33914976382328427,0.42739649902750776,60
67,NRAM_I33A0_Jiang_2016,96,context-specific,0.1,logits,a,0.32709085857182557,0.42739649902750776,60
68,NRAM_I33A0_Jiang_2016,96,single,0.1,logits,a,0.24656849124756883,0.42739649902750776,60
69,NRAM_I33A0_Jiang_2016,96,position-specific,0.1,scores,a,0.24656849124756883,0.42739649902750776,60
70,NRAM_I33A0_Jiang_2016,96,position-specific,0.1,logits,a,0.24656849124756883,0.42739649902750776,60
71,NRAM_I33A0_Jiang_2016,96,single,-1.0,logits,a,0.33914976382328427,0.42739649902750776,60
72,NRAM_I33A0_Jiang_2016,96,context-specific,-1.0,scores,full,0.4770769658238401,0.42739649902750776,60
73,NRAM_I33A0_Jiang_2016,96,position-specific,-1.0,logits,a,0.33914976382328427,0.42739649902750776,60
74,NRAM_I33A0_Jiang_2016,96,context-specific,0.1,scores,a,0.3320922478466241,0.42739649902750776,60
75,BLAT_ECOLX_Jacquier_2013,96,position-specific,-1.0,logits,full,0.770790062262613,0.7355721635689093,198
76,BLAT_ECOLX_Jacquier_2013,96,context-specific,-1.0,scores,a,0.7427537967731295,0.7355721635689093,198
77,BLAT_ECOLX_Jacquier_2013,96,context-specific,0.1,logits,full,0.7250786736928246,0.7355721635689093,198
78,BLAT_ECOLX_Jacquier_2013,96,single,0.1,logits,full,0.734131398929175,0.7355721635689093,198
79,BLAT_ECOLX_Jacquier_2013,96,none,0.1,scores,full,0.7384124828586827,0.7355721635689093,198
80,BLAT_ECOLX_Jacquier_2013,96,single,0.1,scores,full,0.7343509213742831,0.7355721635689093,198
81,BLAT_ECOLX_Jacquier_2013,96,context-specific,-1.0,logits,a,0.7426444318004765,0.7355721635689093,198
82,BLAT_ECOLX_Jacquier_2013,96,single,-1.0,scores,full,0.7758929684866224,0.7355721635689093,198
83,BLAT_ECOLX_Jacquier_2013,96,position-specific,0.1,scores,full,0.733629746554614,0.7355721635689093,198
84,BLAT_ECOLX_Jacquier_2013,96,context-specific,-1.0,logits,full,0.7250786736928246,0.7355721635689093,198
85,BLAT_ECOLX_Jacquier_2013,96,single,-1.0,logits,full,0.775971425967004,0.7355721635689093,198
86,BLAT_ECOLX_Jacquier_2013,96,position-specific,-1.0,scores,full,0.7759452734735435,0.7355721635689093,198
87,BLAT_ECOLX_Jacquier_2013,96,context-specific,0.1,scores,full,0.7254654135961197,0.7355721635689093,198
88,BLAT_ECOLX_Jacquier_2013,96,single,0.1,scores,a,0.7340640364460193,0.7355721635689093,198
89,BLAT_ECOLX_Jacquier_2013,96,position-specific,-1.0,scores,a,0.7760150134561048,0.7355721635689093,198
90,BLAT_ECOLX_Jacquier_2013,96,position-specific,0.1,logits,full,0.7317657870207004,0.7355721635689093,198
91,BLAT_ECOLX_Jacquier_2013,96,single,-1.0,scores,a,0.7759452734735435,0.7355721635689093,198
92,BLAT_ECOLX_Jacquier_2013,96,context-specific,0.1,logits,a,0.7426444318004765,0.7355721635689093,198
93,BLAT_ECOLX_Jacquier_2013,96,single,0.1,logits,a,0.7336131040587756,0.7355721635689093,198
94,BLAT_ECOLX_Jacquier_2013,96,position-specific,0.1,scores,a,0.7338326265038836,0.7355721635689093,198
95,BLAT_ECOLX_Jacquier_2013,96,position-specific,0.1,logits,a,0.7330218992066074,0.7355721635689093,198
96,BLAT_ECOLX_Jacquier_2013,96,single,-1.0,logits,a,0.7758913834870188,0.7355721635689093,198
97,BLAT_ECOLX_Jacquier_2013,96,context-specific,-1.0,scores,full,0.7254654135961197,0.7355721635689093,198
98,BLAT_ECOLX_Jacquier_2013,96,position-specific,-1.0,logits,a,0.7758668159931619,0.7355721635689093,198
99,BLAT_ECOLX_Jacquier_2013,96,context-specific,0.1,scores,a,0.7427537967731295,0.7355721635689093,198
100,A0A192B1T2_9HIV1_Haddox_2018,96,position-specific,-1.0,logits,full,0.6120281013839185,0.520518226156075,2520
101,A0A192B1T2_9HIV1_Haddox_2018,96,context-specific,-1.0,scores,a,0.5916292016259983,0.520518226156075,2520
102,A0A192B1T2_9HIV1_Haddox_2018,96,context-specific,0.1,logits,full,0.5774782217381821,0.520518226156075,2520
103,A0A192B1T2_9HIV1_Haddox_2018,96,single,0.1,logits,full,0.5583695058980311,0.520518226156075,2520
104,A0A192B1T2_9HIV1_Haddox_2018,96,none,0.1,scores,full,0.5875737841481521,0.520518226156075,2520
105,A0A192B1T2_9HIV1_Haddox_2018,96,single,0.1,scores,full,0.5583820187976003,0.520518226156075,2520
106,A0A192B1T2_9HIV1_Haddox_2018,96,context-specific,-1.0,logits,a,0.5897330155567747,0.520518226156075,2520
107,A0A192B1T2_9HIV1_Haddox_2018,96,single,-1.0,scores,full,0.6136291428932807,0.520518226156075,2520
108,A0A192B1T2_9HIV1_Haddox_2018,96,position-specific,0.1,scores,full,0.5586448249319318,0.520518226156075,2520
109,A0A192B1T2_9HIV1_Haddox_2018,96,context-specific,-1.0,logits,full,0.5774782217381821,0.520518226156075,2520
110,A0A192B1T2_9HIV1_Haddox_2018,96,single,-1.0,logits,full,0.6137054305633571,0.520518226156075,2520
111,A0A192B1T2_9HIV1_Haddox_2018,96,position-specific,-1.0,scores,full,0.6141022815186256,0.520518226156075,2520
112,A0A192B1T2_9HIV1_Haddox_2018,96,context-specific,0.1,scores,full,0.577582209471784,0.520518226156075,2520
113,A0A192B1T2_9HIV1_Haddox_2018,96,single,0.1,scores,a,0.5588035566156732,0.520518226156075,2520
114,A0A192B1T2_9HIV1_Haddox_2018,96,position-specific,-1.0,scores,a,0.6141048475366232,0.520518226156075,2520
115,A0A192B1T2_9HIV1_Haddox_2018,96,position-specific,0.1,logits,full,0.5746432790223165,0.520518226156075,2520
116,A0A192B1T2_9HIV1_Haddox_2018,96,single,-1.0,scores,a,0.6141883683480218,0.520518226156075,2520
117,A0A192B1T2_9HIV1_Haddox_2018,96,context-specific,0.1,logits,a,0.5897330155567747,0.520518226156075,2520
118,A0A192B1T2_9HIV1_Haddox_2018,96,single,0.1,logits,a,0.5587953756523903,0.520518226156075,2520
119,A0A192B1T2_9HIV1_Haddox_2018,96,position-specific,0.1,scores,a,0.5586586853283863,0.520518226156075,2520
120,A0A192B1T2_9HIV1_Haddox_2018,96,position-specific,0.1,logits,a,0.5582578773664044,0.520518226156075,2520
121,A0A192B1T2_9HIV1_Haddox_2018,96,single,-1.0,logits,a,0.6142551155601838,0.520518226156075,2520
122,A0A192B1T2_9HIV1_Haddox_2018,96,context-specific,-1.0,scores,full,0.577582209471784,0.520518226156075,2520
123,A0A192B1T2_9HIV1_Haddox_2018,96,position-specific,-1.0,logits,a,0.6140499885913617,0.520518226156075,2520
124,A0A192B1T2_9HIV1_Haddox_2018,96,context-specific,0.1,scores,a,0.5916292016259983,0.520518226156075,2520
125,MTHR_HUMAN_Weile_2021,96,position-specific,-1.0,logits,full,0.44558443319663116,0.3271490168433724,2496
126,MTHR_HUMAN_Weile_2021,96,context-specific,-1.0,scores,a,0.43678862106916316,0.3271490168433724,2496
127,MTHR_HUMAN_Weile_2021,96,context-specific,0.1,logits,full,0.4236699644740914,0.3271490168433724,2496
128,MTHR_HUMAN_Weile_2021,96,single,0.1,logits,full,0.4355905125567475,0.3271490168433724,2496
129,MTHR_HUMAN_Weile_2021,96,none,0.1,scores,full,0.43868837747952233,0.3271490168433724,2496
130,MTHR_HUMAN_Weile_2021,96,single,0.1,scores,full,0.4356997318083456,0.3271490168433724,2496
131,MTHR_HUMAN_Weile_2021,96,context-specific,-1.0,logits,a,0.4402692939472867,0.3271490168433724,2496
132,MTHR_HUMAN_Weile_2021,96,single,-1.0,scores,full,0.44508693089622864,0.3271490168433724,2496
133,MTHR_HUMAN_Weile_2021,96,position-specific,0.1,scores,full,0.43566461451338656,0.3271490168433724,2496
134,MTHR_HUMAN_Weile_2021,96,context-specific,-1.0,logits,full,0.4236699644740914,0.3271490168433724,2496
135,MTHR_HUMAN_Weile_2021,96,single,-1.0,logits,full,0.44537974337976305,0.3271490168433724,2496
136,MTHR_HUMAN_Weile_2021,96,position-specific,-1.0,scores,full,0.44508276102372,0.3271490168433724,2496
137,MTHR_HUMAN_Weile_2021,96,context-specific,0.1,scores,full,0.42375092605814385,0.3271490168433724,2496
138,MTHR_HUMAN_Weile_2021,96,single,0.1,scores,a,0.43582128743117,0.3271490168433724,2496
139,MTHR_HUMAN_Weile_2021,96,position-specific,-1.0,scores,a,0.4450785764889412,0.3271490168433724,2496
140,MTHR_HUMAN_Weile_2021,96,position-specific,0.1,logits,full,0.43306297136441724,0.3271490168433724,2496
141,MTHR_HUMAN_Weile_2021,96,single,-1.0,scores,a,0.44507889597209443,0.3271490168433724,2496
142,MTHR_HUMAN_Weile_2021,96,context-specific,0.1,logits,a,0.4402692939472867,0.3271490168433724,2496
143,MTHR_HUMAN_Weile_2021,96,single,0.1,logits,a,0.4357154767715717,0.3271490168433724,2496
144,MTHR_HUMAN_Weile_2021,96,position-specific,0.1,scores,a,0.435710270122212,0.3271490168433724,2496
145,MTHR_HUMAN_Weile_2021,96,position-specific,0.1,logits,a,0.43541812601352753,0.3271490168433724,2496
146,MTHR_HUMAN_Weile_2021,96,single,-1.0,logits,a,0.4453785514915259,0.3271490168433724,2496
147,MTHR_HUMAN_Weile_2021,96,context-specific,-1.0,scores,full,0.42375092605814385,0.3271490168433724,2496
148,MTHR_HUMAN_Weile_2021,96,position-specific,-1.0,logits,a,0.4453334723414335,0.3271490168433724,2496
149,MTHR_HUMAN_Weile_2021,96,context-specific,0.1,scores,a,0.43678862106916316,0.3271490168433724,2496
150,ADRB2_HUMAN_Jones_2020,96,position-specific,-1.0,logits,full,0.4790389207349026,0.5423295513542509,1560
151,ADRB2_HUMAN_Jones_2020,96,context-specific,-1.0,scores,a,0.49283922858538065,0.5423295513542509,1560
152,ADRB2_HUMAN_Jones_2020,96,context-specific,0.1,logits,full,0.4932084949081586,0.5423295513542509,1560
153,ADRB2_HUMAN_Jones_2020,96,single,0.1,logits,full,0.4614642030494436,0.5423295513542509,1560
154,ADRB2_HUMAN_Jones_2020,96,none,0.1,scores,full,0.4590971358753971,0.5423295513542509,1560
155,ADRB2_HUMAN_Jones_2020,96,single,0.1,scores,full,0.4615298449871031,0.5423295513542509,1560
156,ADRB2_HUMAN_Jones_2020,96,context-specific,-1.0,logits,a,0.4927837362245413,0.5423295513542509,1560
157,ADRB2_HUMAN_Jones_2020,96,single,-1.0,scores,full,0.4631344421922491,0.5423295513542509,1560
158,ADRB2_HUMAN_Jones_2020,96,position-specific,0.1,scores,full,0.46130263164840346,0.5423295513542509,1560
159,ADRB2_HUMAN_Jones_2020,96,context-specific,-1.0,logits,full,0.4932084949081586,0.5423295513542509,1560
160,ADRB2_HUMAN_Jones_2020,96,single,-1.0,logits,full,0.4633612098472578,0.5423295513542509,1560
161,ADRB2_HUMAN_Jones_2020,96,position-specific,-1.0,scores,full,0.4631896753611547,0.5423295513542509,1560
162,ADRB2_HUMAN_Jones_2020,96,context-specific,0.1,scores,full,0.4931600544644435,0.5423295513542509,1560
163,ADRB2_HUMAN_Jones_2020,96,single,0.1,scores,a,0.4614956095257081,0.5423295513542509,1560
164,ADRB2_HUMAN_Jones_2020,96,position-specific,-1.0,scores,a,0.4631570203383801,0.5423295513542509,1560
165,ADRB2_HUMAN_Jones_2020,96,position-specific,0.1,logits,full,0.4616759028026455,0.5423295513542509,1560
166,ADRB2_HUMAN_Jones_2020,96,single,-1.0,scores,a,0.4632199818521393,0.5423295513542509,1560
167,ADRB2_HUMAN_Jones_2020,96,context-specific,0.1,logits,a,0.4927837362245413,0.5423295513542509,1560
168,ADRB2_HUMAN_Jones_2020,96,single,0.1,logits,a,0.4614687863214428,0.5423295513542509,1560
169,ADRB2_HUMAN_Jones_2020,96,position-specific,0.1,scores,a,0.46135102151808266,0.5423295513542509,1560
170,ADRB2_HUMAN_Jones_2020,96,position-specific,0.1,logits,a,0.46128031585508344,0.5423295513542509,1560
171,ADRB2_HUMAN_Jones_2020,96,single,-1.0,logits,a,0.46338634830395387,0.5423295513542509,1560
172,ADRB2_HUMAN_Jones_2020,96,context-specific,-1.0,scores,full,0.4931600544644435,0.5423295513542509,1560
173,ADRB2_HUMAN_Jones_2020,96,position-specific,-1.0,logits,a,0.4633086349761118,0.5423295513542509,1560
174,ADRB2_HUMAN_Jones_2020,96,context-specific,0.1,scores,a,0.49283922858538065,0.5423295513542509,1560
175,PPARG_HUMAN_Majithia_2016,96,position-specific,-1.0,logits,full,0.7348835194589446,0.6962471962949928,1920
176,PPARG_HUMAN_Majithia_2016,96,context-specific,-1.0,scores,a,0.7201409728523267,0.6962471962949928,1920
177,PPARG_HUMAN_Majithia_2016,96,context-specific,0.1,logits,full,0.7212810981370865,0.6962471962949928,1920
178,PPARG_HUMAN_Majithia_2016,96,single,0.1,logits,full,0.7013425716000191,0.6962471962949928,1920
179,PPARG_HUMAN_Majithia_2016,96,none,0.1,scores,full,0.7321741661463465,0.6962471962949928,1920
180,PPARG_HUMAN_Majithia_2016,96,single,0.1,scores,full,0.7013425716000191,0.6962471962949928,1920
181,PPARG_HUMAN_Majithia_2016,96,context-specific,-1.0,logits,a,0.7199565330170425,0.6962471962949928,1920
182,PPARG_HUMAN_Majithia_2016,96,single,-1.0,scores,full,0.7350059170342861,0.6962471962949928,1920
183,PPARG_HUMAN_Majithia_2016,96,position-specific,0.1,scores,full,0.7012403850195632,0.6962471962949928,1920
184,PPARG_HUMAN_Majithia_2016,96,context-specific,-1.0,logits,full,0.7212810981370865,0.6962471962949928,1920
185,PPARG_HUMAN_Majithia_2016,96,single,-1.0,logits,full,0.7350102530751619,0.6962471962949928,1920
186,PPARG_HUMAN_Majithia_2016,96,position-specific,-1.0,scores,full,0.7349682244201131,0.6962471962949928,1920
187,PPARG_HUMAN_Majithia_2016,96,context-specific,0.1,scores,full,0.7213202149054474,0.6962471962949928,1920
188,PPARG_HUMAN_Majithia_2016,96,single,0.1,scores,a,0.7012188990675949,0.6962471962949928,1920
189,PPARG_HUMAN_Majithia_2016,96,position-specific,-1.0,scores,a,0.7349668638442372,0.6962471962949928,1920
190,PPARG_HUMAN_Majithia_2016,96,position-specific,0.1,logits,full,0.7011596842204477,0.6962471962949928,1920
191,PPARG_HUMAN_Majithia_2016,96,single,-1.0,scores,a,0.7350008078811371,0.6962471962949928,1920
192,PPARG_HUMAN_Majithia_2016,96,context-specific,0.1,logits,a,0.7199565330170425,0.6962471962949928,1920
193,PPARG_HUMAN_Majithia_2016,96,single,0.1,logits,a,0.7012195373938471,0.6962471962949928,1920
194,PPARG_HUMAN_Majithia_2016,96,position-specific,0.1,scores,a,0.7012400579298153,0.6962471962949928,1920
195,PPARG_HUMAN_Majithia_2016,96,position-specific,0.1,logits,a,0.7011649253192952,0.6962471962949928,1920
196,PPARG_HUMAN_Majithia_2016,96,single,-1.0,logits,a,0.7349996321062212,0.6962471962949928,1920
197,PPARG_HUMAN_Majithia_2016,96,context-specific,-1.0,scores,full,0.7213202149054474,0.6962471962949928,1920
198,PPARG_HUMAN_Majithia_2016,96,position-specific,-1.0,logits,a,0.7349264288855416,0.6962471962949928,1920
199,PPARG_HUMAN_Majithia_2016,96,context-specific,0.1,scores,a,0.7201409728523267,0.6962471962949928,1920
200,GAL4_YEAST_Kitzman_2015,96,position-specific,-1.0,logits,full,0.556438313535257,0.4323529099015402,240
201,GAL4_YEAST_Kitzman_2015,96,context-specific,-1.0,scores,a,0.48025361623103613,0.4323529099015402,240
202,GAL4_YEAST_Kitzman_2015,96,context-specific,0.1,logits,full,0.4746384855437037,0.4323529099015402,240
203,GAL4_YEAST_Kitzman_2015,96,single,0.1,logits,full,0.48770906183792395,0.4323529099015402,240
204,GAL4_YEAST_Kitzman_2015,96,none,0.1,scores,full,0.4891904285408587,0.4323529099015402,240
205,GAL4_YEAST_Kitzman_2015,96,single,0.1,scores,full,0.48757537858433375,0.4323529099015402,240
206,GAL4_YEAST_Kitzman_2015,96,context-specific,-1.0,logits,a,0.48011515857553183,0.4323529099015402,240
207,GAL4_YEAST_Kitzman_2015,96,single,-1.0,scores,full,0.5558836148401646,0.4323529099015402,240
208,GAL4_YEAST_Kitzman_2015,96,position-specific,0.1,scores,full,0.4878340643607618,0.4323529099015402,240
209,GAL4_YEAST_Kitzman_2015,96,context-specific,-1.0,logits,full,0.4746384855437037,0.4323529099015402,240
210,GAL4_YEAST_Kitzman_2015,96,single,-1.0,logits,full,0.5558666874151968,0.4323529099015402,240
211,GAL4_YEAST_Kitzman_2015,96,position-specific,-1.0,scores,full,0.5560806674282489,0.4323529099015402,240
212,GAL4_YEAST_Kitzman_2015,96,context-specific,0.1,scores,full,0.47490628608742214,0.4323529099015402,240
213,GAL4_YEAST_Kitzman_2015,96,single,0.1,scores,a,0.4879048123163956,0.4323529099015402,240
214,GAL4_YEAST_Kitzman_2015,96,position-specific,-1.0,scores,a,0.555634911904102,0.4323529099015402,240
215,GAL4_YEAST_Kitzman_2015,96,position-specific,0.1,logits,full,0.487680849462978,0.4323529099015402,240
216,GAL4_YEAST_Kitzman_2015,96,single,-1.0,scores,a,0.5555246666235436,0.4323529099015402,240
217,GAL4_YEAST_Kitzman_2015,96,context-specific,0.1,logits,a,0.48011515857553183,0.4323529099015402,240
218,GAL4_YEAST_Kitzman_2015,96,single,0.1,logits,a,0.4879048123163956,0.4323529099015402,240
219,GAL4_YEAST_Kitzman_2015,96,position-specific,0.1,scores,a,0.4879078505721591,0.4323529099015402,240
220,GAL4_YEAST_Kitzman_2015,96,position-specific,0.1,logits,a,0.4877042874360101,0.4323529099015402,240
221,GAL4_YEAST_Kitzman_2015,96,single,-1.0,logits,a,0.5554786587505548,0.4323529099015402,240
222,GAL4_YEAST_Kitzman_2015,96,context-specific,-1.0,scores,full,0.47490628608742214,0.4323529099015402,240
223,GAL4_YEAST_Kitzman_2015,96,position-specific,-1.0,logits,a,0.555520760294705,0.4323529099015402,240
224,GAL4_YEAST_Kitzman_2015,96,context-specific,0.1,scores,a,0.48025361623103613,0.4323529099015402,240
225,S22A1_HUMAN_Yee_2023_abundance,96,position-specific,-1.0,logits,full,0.6460819373367873,0.6590226991170736,1962
226,S22A1_HUMAN_Yee_2023_abundance,96,context-specific,-1.0,scores,a,0.623853167512438,0.6590226991170736,1962
227,S22A1_HUMAN_Yee_2023_abundance,96,context-specific,0.1,logits,full,0.624936722347627,0.6590226991170736,1962
228,S22A1_HUMAN_Yee_2023_abundance,96,single,0.1,logits,full,0.6166693711234964,0.6590226991170736,1962
229,S22A1_HUMAN_Yee_2023_abundance,96,none,0.1,scores,full,0.6213203120878223,0.6590226991170736,1962
230,S22A1_HUMAN_Yee_2023_abundance,96,single,0.1,scores,full,0.6166718259049542,0.6590226991170736,1962
231,S22A1_HUMAN_Yee_2023_abundance,96,context-specific,-1.0,logits,a,0.6242151349687425,0.6590226991170736,1962
232,S22A1_HUMAN_Yee_2023_abundance,96,single,-1.0,scores,full,0.6461104072407048,0.6590226991170736,1962
233,S22A1_HUMAN_Yee_2023_abundance,96,position-specific,0.1,scores,full,0.6165787046839427,0.6590226991170736,1962
234,S22A1_HUMAN_Yee_2023_abundance,96,context-specific,-1.0,logits,full,0.624936722347627,0.6590226991170736,1962
235,S22A1_HUMAN_Yee_2023_abundance,96,single,-1.0,logits,full,0.6461113684981689,0.6590226991170736,1962
236,S22A1_HUMAN_Yee_2023_abundance,96,position-specific,-1.0,scores,full,0.6461190831851387,0.6590226991170736,1962
237,S22A1_HUMAN_Yee_2023_abundance,96,context-specific,0.1,scores,full,0.6249660534111239,0.6590226991170736,1962
238,S22A1_HUMAN_Yee_2023_abundance,96,single,0.1,scores,a,0.6167169160298681,0.6590226991170736,1962
239,S22A1_HUMAN_Yee_2023_abundance,96,position-specific,-1.0,scores,a,0.6461118332383476,0.6590226991170736,1962
240,S22A1_HUMAN_Yee_2023_abundance,96,position-specific,0.1,logits,full,0.6164899059438091,0.6590226991170736,1962
241,S22A1_HUMAN_Yee_2023_abundance,96,single,-1.0,scores,a,0.6461206762692376,0.6590226991170736,1962
